150
(39, 70, 1)
(29, 44, 2)
(52, 98, 3)
(15, 30, 4)
(56, 101, 5)
(19, 91, 6)
(76, 88, 7)
(42, 88, 8)
(5, 84, 9)
(86, 129, 10)
(15, 143, 11)
(85, 87, 12)
(32, 77, 13)
(71, 100, 14)
(18, 112, 15)
(95, 98, 16)
(8, 38, 17)
(99, 103, 18)
(47, 124, 19)
(51, 121, 20)
(17, 57, 21)
(108, 126, 22)
(71, 138, 23)
(37, 54, 24)
(108, 141, 25)
(3, 11, 26)
(23, 84, 27)
(140, 144, 28)
(70, 81, 29)
(22, 148, 30)
(16, 29, 31)
(73, 92, 32)
(2, 64, 33)
(59, 145, 34)
(117, 139, 35)
(12, 41, 36)
(45, 47, 37)
(83, 132, 38)
(31, 108, 39)
(35, 105, 40)
(55, 122, 41)
(59, 127, 42)
(120, 127, 43)
(49, 133, 44)
(1, 58, 45)
(21, 55, 46)
(115, 132, 47)
(44, 120, 48)
(48, 123, 49)
(105, 126, 50)
(68, 118, 51)
(81, 133, 52)
(7, 149, 53)
(10, 139, 54)
(20, 96, 55)
(24, 99, 56)
(30, 89, 57)
(24, 146, 58)
(87, 137, 59)
(39, 106, 60)
(80, 89, 61)
(43, 111, 62)
(63, 96, 63)
(29, 48, 64)
(5, 39, 65)
(9, 60, 66)
(52, 70, 67)
(109, 115, 68)
(19, 119, 69)
(76, 124, 70)
(42, 60, 71)
(5, 72, 72)
(4, 112, 73)
(8, 115, 74)
(109, 149, 75)
(4, 7, 76)
(99, 131, 77)
(37, 89, 78)
(51, 85, 79)
(17, 37, 80)
(23, 120, 81)
(64, 119, 82)
(84, 122, 83)
(50, 54, 84)
(26, 63, 85)
(12, 126, 86)
(50, 137, 87)
(73, 120, 88)
(36, 116, 89)
(93, 101, 90)
(2, 36, 91)
(22, 35, 92)
(97, 98, 93)
(103, 140, 94)
(25, 110, 95)
(72, 143, 96)
(55, 94, 97)
(48, 136, 98)
(96, 132, 99)
(7, 104, 100)
(48, 103, 101)
(11, 109, 102)
(128, 143, 103)
(30, 42, 104)
(34, 57, 105)
(0, 73, 106)
(77, 117, 107)
(6, 51, 108)
(101, 127, 109)
(43, 58, 110)
(53, 109, 111)
(110, 118, 112)
(15, 33, 113)
(5, 27, 114)
(9, 88, 115)
(29, 133, 116)
(86, 94, 117)
(52, 90, 118)
(15, 86, 119)
(76, 96, 120)
(132, 146, 121)
(66, 138, 122)
(75, 88, 123)
(38, 44, 124)
(4, 84, 125)
(65, 66, 126)
(51, 147, 127)
(37, 125, 128)
(4, 138, 129)
(98, 125, 130)
(118, 120, 131)
(47, 52, 132)
(3, 50, 133)
(41, 139, 134)
(23, 47, 135)
(13, 85, 136)
(64, 83, 137)
(79, 101, 138)
(46, 86, 139)
(12, 98, 140)
(36, 104, 141)
(35, 80, 142)
(25, 74, 143)
(82, 109, 144)
(45, 136, 145)
(11, 56, 146)
(54, 126, 147)
(58, 117, 148)
(115, 124, 149)
(7, 76, 150)
(6, 140, 151)
(10, 67, 152)
(34, 93, 153)
(24, 91, 154)
(6, 31, 155)
(81, 94, 156)
(20, 143, 157)
(39, 93, 158)
(53, 65, 159)
(39, 50, 160)
(56, 74, 161)
(9, 116, 162)
(137, 143, 163)
(66, 127, 164)
(89, 134, 165)
(56, 57, 166)
(28, 39, 167)
(14, 118, 168)
(4, 72, 169)
(42, 135, 170)
(28, 86, 171)
(32, 145, 172)
(47, 91, 173)
(41, 86, 174)
(61, 139, 175)
(60, 69, 176)
(50, 111, 177)
(74, 121, 178)
(22, 137, 179)
(70, 133, 180)
(79, 121, 181)
(36, 140, 182)
(102, 133, 183)
(35, 76, 184)
(45, 91, 185)
(68, 140, 186)
(116, 144, 187)
(72, 86, 188)
(10, 148, 189)
(0, 49, 190)
(20, 60, 191)
(111, 125, 192)
(39, 65, 193)
(80, 126, 194)
(100, 113, 195)
(29, 43, 196)
(104, 116, 197)
(104, 131, 198)
(56, 102, 199)
(38, 138, 200)
(76, 89, 201)
(42, 89, 202)
(66, 67, 203)
(18, 113, 204)
(4, 44, 205)
(95, 109, 206)
(47, 142, 207)
(84, 129, 208)
(47, 127, 209)
(17, 56, 210)
(108, 127, 211)
(37, 134, 212)
(23, 87, 213)
(140, 145, 214)
(70, 86, 215)
(22, 149, 216)
(12, 91, 217)
(36, 81, 218)
(2, 65, 219)
(79, 93, 220)
(26, 75, 221)
(103, 107, 222)
(31, 111, 223)
(72, 148, 224)
(35, 104, 225)
(1, 136, 226)
(1, 57, 227)
(21, 54, 228)
(115, 135, 229)
(11, 64, 230)
(105, 125, 231)
(0, 110, 232)
(77, 80, 233)
(6, 84, 234)
(63, 141, 235)
(10, 27, 236)
(91, 92, 237)
(0, 29, 238)
(39, 148, 239)
(33, 91, 240)
(87, 136, 241)
(5, 149, 242)
(56, 147, 243)
(119, 136, 244)
(52, 71, 245)
(109, 114, 246)
(113, 119, 247)
(76, 125, 248)
(62, 139, 249)
(65, 101, 250)
(14, 46, 251)
(109, 148, 252)
(37, 88, 253)
(94, 139, 254)
(61, 66, 255)
(27, 94, 256)
(51, 84, 257)
(40, 82, 258)
(97, 135, 259)
(84, 123, 260)
(26, 60, 261)
(50, 134, 262)
(69, 122, 263)
(93, 100, 264)
(103, 143, 265)
(16, 137, 266)
(49, 87, 267)
(31, 67, 268)
(48, 137, 269)
(11, 31, 270)
(21, 74, 271)
(96, 133, 272)
(44, 93, 273)
(11, 108, 274)
(72, 110, 275)
(30, 43, 276)
(34, 54, 277)
(0, 74, 278)
(77, 116, 279)
(24, 64, 280)
(6, 48, 281)
(81, 113, 282)
(10, 63, 283)
(110, 132, 284)
(33, 103, 285)
(90, 112, 286)
(43, 74, 287)
(9, 95, 288)
(137, 146, 289)
(29, 132, 290)
(52, 91, 291)
(15, 81, 292)
(19, 146, 293)
(132, 147, 294)
(18, 38, 295)
(28, 115, 296)
(122, 146, 297)
(32, 118, 298)
(98, 139, 299)
(94, 103, 300)
(118, 121, 301)
